"id","u_g","g_r","r_i","i_z","target"
150,0.248999999999999,-0.234999999999999,-0.314999999999998,-0.306000000000001,3
151,1.008,0.913,0.931999999999999,0.612,3
152,0.836354,0.240048999999999,0.0691869999999994,0.0247039999999998,2
153,1.975595,0.833111999999998,0.273841000000001,0.143592999999999,2
155,1.954762,0.711306999999998,0.303171000000003,0.121210999999999,2
156,1.148066,0.398298,0.116531000000002,0.042071,2
157,1.09271,0.334322,0.132816999999999,0.0080580000000019,2
159,1.553583,0.646439000000001,0.290966000000001,0.112378999999997,2
160,1.098811,0.406395000000002,0.141437,0.0351409999999994,2
162,0.254000000000001,0.239999999999998,0.0380000000000003,0.140000000000001,1
163,-0.164000000000001,-0.390999999999998,-0.262,-0.446000000000002,3
165,0.0169999999999995,-0.167999999999999,-0.217000000000002,-0.247,3
166,2.46319,0.923440999999997,0.395779000000001,0.162447,2
167,1.169901,0.416132000000001,0.150672999999998,0.0487540000000024,2
170,0.288,-0.174999999999997,-0.184000000000001,-0.338999999999999,3
175,2.401,0.319000000000003,0.113,-0.0990000000000002,1
176,1.224667,0.502775,0.210501000000001,0.136585,2
177,1.571625,0.615833000000002,0.191201,0.105193999999999,2
178,2.563038,1.084389,0.433334000000002,0.275313999999998,2
179,1.706198,0.634337,0.230486000000001,0.112711000000001,2
181,2.775,0.606000000000002,0.196999999999999,0.0760000000000005,1
182,0.161000000000001,0.0760000000000005,0.169999999999998,0.263000000000002,1
186,0.658999999999999,0.0629999999999988,0.179000000000002,0.353999999999999,1
187,-0.201999999999998,3.388,1.444,0.0140000000000029,1
188,0.105,0.256,0.428999999999998,0.0680000000000014,1
189,2.584074,1.181555,0.464641,0.275735999999998,2
190,0.436,-0.00300000000000011,-0.107000000000003,-0.0640000000000001,3
191,2.625038,1.276983,0.572242000000001,0.275377000000001,2
193,0.996342000000002,0.337173,0.0724129999999974,0.0456390000000013,2
194,1.973738,0.776312999999998,0.275973,0.157720000000001,2
197,1.123367,0.474854000000001,0.115559999999999,0.0147250000000021,2
198,1.01149,0.323848999999999,0.106514000000001,0.0243140000000004,2
199,0.0300000000000011,0.201999999999998,0.0950000000000024,-0.00900000000000034,1
200,0.375999999999998,0.412000000000003,0.132999999999999,-0.0420000000000016,1
203,1.613499,0.632248000000001,0.242996000000002,0.116709,2
204,1.093452,0.384765999999999,0.133230000000001,0.0362669999999987,2
205,1.220056,0.448283,0.197879,0.0370640000000009,2
206,1.240093,0.502610000000001,0.203482999999999,0.0557809999999996,2
210,1.682882,0.601388,0.199493,0.0858910000000002,2
211,1.667675,0.639946000000002,0.258084999999998,0.139807000000001,2
212,0.184000000000001,0.103000000000002,0.232999999999997,0.0310000000000024,1
213,1.362618,0.467779999999999,0.16924,0.0461050000000007,2
215,0.518000000000001,0.142999999999997,0.170000000000002,0.0199999999999996,1
216,1.29422,0.54466,0.190663000000001,0.0379219999999982,2
217,-0.151,-0.0169999999999995,0.244,0.0199999999999996,1
219,0.418999999999997,0.229000000000003,0.125,0.215,1
220,1.761986,0.728813000000002,0.257057,0.135701999999998,2
223,2.713154,1.404571,0.809772999999998,0.425743000000001,2
226,2.539375,1.130432,0.466371000000002,0.26727,2
227,1.440533,0.574870999999998,0.223652,0.0959570000000003,2
229,1.088335,0.498403,0.176785000000001,0.0604440000000004,2
230,2.56818,1.117948,0.453800999999999,0.275898,2
231,0.654,-0.130999999999997,0.262999999999998,-0.0479999999999983,1
232,0.0710000000000015,-0.41,-0.300000000000001,-0.326,3
234,1.219009,-0.0387330000000006,-0.0569319999999998,-0.091698000000001,2
235,0.352,0.153000000000002,0.110999999999997,0.237000000000002,1
237,0.43,-0.146999999999998,-0.220000000000002,-0.318999999999999,3
238,2.096871,0.918765999999998,0.377392,0.268511,2
240,2.585682,1.237979,0.491300000000001,0.213863,2
242,1.094011,0.377186000000002,0.151691999999999,0.0249900000000007,2
243,0.945,0.0740000000000016,0.0249999999999986,0.0760000000000005,1
245,0.0990000000000002,0.215,0.00900000000000034,0.0970000000000013,1
246,2.605335,1.163858,0.439018000000001,0.235638999999999,2
247,2.43392,1.020884,0.373374999999999,0.113212000000001,2
248,0.401,-0.169,-0.154,-0.276,3
250,0.0609999999999999,-0.408999999999999,-0.237000000000002,-0.207999999999998,3
251,1.484835,0.596010999999999,0.155241,0.0737280000000009,2
252,0.277000000000001,0.303999999999998,0.199000000000002,0.288,1
254,1.010588,0.334969999999998,0.135508000000002,0.0708470000000005,2
255,1.332297,0.503204,0.219351,0.0662020000000005,2
256,1.084036,0.382679000000001,0.145845,0.0535610000000002,2
257,0.491000000000003,-0.0460000000000029,-0.0700000000000003,-0.0779999999999994,3
258,1.06296,0.449597999999998,0.200539000000003,0.0670349999999971,2
261,2.469352,1.377795,0.740079999999999,0.396559,2
263,1.35,0.547000000000001,0.587,-0.0600000000000023,1
264,1.045895,0.412426,0.140314,0.0588090000000001,2
265,0.937221999999998,0.287088000000001,0.164133,0.00914399999999915,2
267,1.259098,0.34806,0.179815999999999,0.0834459999999986,2
268,0.474,0.628,0.73,0.253,1
269,1.254683,0.404631999999999,0.128239000000001,0.0440639999999988,2
271,0.205000000000002,0.571999999999999,0.178999999999998,-0.0500000000000007,1
272,-0.299999999999997,-0.169,0.253,0.309999999999999,3
273,0.629000000000001,0.145,0.0440000000000005,0.0420000000000016,1
274,0.0359999999999978,-0.0410000000000004,0.295999999999999,0.00200000000000244,1
275,1.241455,0.452717,0.162689,0.0378919999999994,2
276,2.605335,1.393948,0.649545999999999,0.388543,2
277,1.171747,0.398317000000002,0.165533,0.0527990000000003,2
279,1.769655,0.633664999999999,0.284605000000001,0.119940999999999,2
280,0.103999999999999,-0.00100000000000122,0.244,0.0650000000000013,1
282,2.28918,0.946387000000001,0.309089999999999,0.160223,2
283,0.332000000000001,-0.032,-0.177,-0.123000000000001,3
284,1.727059,0.662769000000001,0.227289000000003,0.125169999999997,2
287,0.32,0.254000000000001,0.274000000000001,-0.0259999999999998,1
288,1.370644,0.51454,0.200227999999999,0.10032,2
289,2.518231,1.064599,0.382617000000002,0.181849,2
292,1.616682,0.527806000000002,0.295043999999997,0.0834180000000018,2
293,1.329401,0.480141000000001,0.155009999999999,0.0396219999999996,2
294,0.414999999999999,-0.148,-0.195,-0.239000000000001,3
295,0.163999999999998,-0.358999999999998,-0.218,-0.161999999999999,3
296,2.202474,0.983166000000001,0.375205999999999,0.203621000000002,2
297,0.314999999999998,0.184000000000001,0.209,0.0339999999999989,1
298,0.467000000000002,0.383999999999997,0.109000000000002,0.120000000000001,1
301,1.360218,0.529131,0.182121,0.0072530000000004,2
302,0.434000000000001,0.135999999999999,-0.0189999999999984,-0.0199999999999996,3
303,0.360000000000003,-0.138000000000002,-0.219000000000001,-0.436,3
304,0.083000000000002,-0.315000000000001,-0.268999999999998,-0.414000000000001,3
306,1.146818,0.460448,0.157125000000001,0.0757159999999999,2
307,1.294932,0.458171,0.171429999999999,0.0327470000000005,2
310,1.881636,0.726582999999998,0.275803,0.130337000000001,2
311,2.249648,0.967873000000001,0.409176,0.189816,2
312,-0.0180000000000007,-0.334,-0.155000000000001,0.0760000000000005,3
313,1.036516,0.349111000000002,0.139864999999999,0.0399650000000005,2
314,2.133661,0.810638000000001,0.313098,0.136011999999999,2
315,0.910884999999997,0.149571000000002,0.0407009999999985,-0.0042839999999984,2
318,0.571999999999999,0.114000000000001,0.129000000000001,0.199999999999999,1
320,0.371000000000002,-0.0250000000000021,-0.131,-0.168999999999997,3
321,0.323999999999998,0.272000000000002,0.157,0.0399999999999991,1
322,2.365911,1.047497,0.421894000000002,0.230354,2
324,0.394000000000002,-0.188000000000002,-0.161999999999999,-0.303999999999998,3
325,1.392002,0.515734000000002,0.265105999999999,0.146815,2
328,0.293999999999997,-0.0849999999999973,-0.0970000000000013,-0.161999999999999,3
329,1.908,0.251000000000001,-0.109000000000002,0.111000000000001,1
330,0.0620000000000012,0.105,0.16,-0.0150000000000006,1
332,1.703625,0.653010000000002,0.245388999999999,0.152742999999999,2
333,1.355846,0.471151000000003,0.272803,-0.00696600000000203,2
335,1.906296,0.712467999999999,0.243042999999998,0.0980430000000005,2
337,0.417999999999999,-0.204000000000001,-0.163999999999998,0.114999999999998,3
338,0.556999999999999,0.584,0.292000000000002,0.390000000000001,1
340,0.120999999999999,0.271999999999998,-0.0749999999999993,-0.070999999999998,1
342,0.437000000000001,0.0680000000000014,-0.00300000000000011,0.242999999999999,3
343,2.359365,1.019997,0.405723,0.181224,2
345,2.226,0.221,-0.0239999999999974,0.41,1
347,0.409000000000002,-0.0630000000000024,-0.137999999999998,-0.116,3
348,1.510716,0.545681999999999,0.225301999999999,0.126071000000001,2
350,2.299648,0.978599000000001,0.338868000000002,0.220431,2
353,2.174221,0.884131999999999,0.340026,0.137801,2
354,1.043148,0.323325,0.124448000000001,0.0422159999999998,2
355,2.242784,0.922530999999999,0.328659999999999,0.171108,2
357,2.486485,1.143455,0.437836000000001,0.267041999999998,2
358,1.011643,0.400207000000002,0.241840999999997,-0.00183900000000037,2
360,1.335844,0.530014000000001,0.168291,0.0660939999999997,2
361,0.954941000000002,0.155601000000001,0.0548539999999988,0.033536999999999,2
362,0.244,-0.273,-0.271999999999998,-0.246000000000002,3
363,1.698241,0.668044999999999,0.285337000000002,0.0905710000000006,2
364,-0.0180000000000007,0.175000000000001,-0.0340000000000025,-0.244999999999997,1
365,3.632,1.446,0.399000000000001,0.0739999999999981,1
366,2.199272,0.952465,0.312064999999997,0.152256000000001,2
367,0.357999999999997,-0.041999999999998,-0.0949999999999989,-0.195,3
368,0.0620000000000012,0.247,0.189999999999998,-0.155999999999999,1
369,0.405999999999999,0.0160000000000018,-0.115000000000002,-0.331,3
370,1.313922,0.462821999999999,0.223191,0.153444,2
371,0.218999999999998,-0.219999999999999,-0.120000000000001,-0.251999999999999,3
373,0.0969999999999978,0.365000000000002,0,0.0619999999999976,1
374,1.347183,0.430737000000001,0.146196,0.0977960000000007,2
375,1.856846,0.701551000000002,0.2166,0.0723969999999987,2
376,1.303028,0.545667999999999,0.213714,0.0727120000000028,2
377,1.513908,0.562787999999999,0.227237000000001,0.104680999999999,2
378,1.886244,0.736232000000001,0.266746999999999,0.139105000000001,2
379,2.556213,1.167499,0.476000000000001,0.234786999999999,2
380,1.493515,0.630094,0.242044,0.101329999999999,2
381,0.556000000000001,0.491,0.449999999999999,0.242000000000001,1
382,0.238,-0.302999999999997,-0.272000000000002,-0.221999999999998,3
383,0.00600000000000023,0.231999999999999,-0.0199999999999996,0.0829999999999984,1
384,0.418000000000003,-0.187000000000001,-0.123999999999999,-0.187000000000001,3
385,0.291,-0.0969999999999978,0.326,0.529999999999998,3
387,2.53475,1.271596,0.5509,0.337456999999999,2
390,0.909806,0.300505999999999,0.111397,0.0458759999999998,2
391,0.324999999999999,0.164999999999999,-0.0589999999999975,0.198,1
393,0.240000000000002,-0.326,-0.167999999999999,-0.0839999999999996,3
394,1.837206,0.772265000000001,0.314587,0.190979,2
396,0.600999999999999,0.449000000000002,0.283000000000001,0.0229999999999997,1
397,1.086821,0.340005999999999,0.114616000000002,0.0497300000000003,2
398,0.440000000000001,-0.111000000000001,-0.155999999999999,-0.295000000000002,3
400,1.012484,0.324772000000003,0.143485999999999,-0.000502000000000891,2
401,2.28496,0.885197999999999,0.327181999999999,0.139946,2
402,-0.0779999999999994,-0.355,-0.295999999999999,-0.237000000000002,3
403,1.218715,0.435020999999999,0.145705,0.0573490000000003,2
404,1.311668,0.579125,0.183650999999999,0.0608610000000009,2
406,0.915119000000001,0.287621000000001,0.120411999999998,0.0150259999999989,2
408,2.23088,0.935650000000003,0.385141999999998,0.188442999999999,2
409,1.394909,0.520178999999999,0.193190000000001,0.0290869999999988,2
410,0.249000000000002,0.270999999999997,0.326,0.0510000000000019,1
411,2.335,0.553000000000001,0.295000000000002,0.279,1
412,0.268000000000001,-0.224,-0.141999999999999,-0.27,3
413,2.150375,0.857711999999999,0.329060999999999,0.131596000000002,2
415,2.368053,0.971581,0.344223999999997,0.204606000000002,2
416,2.490078,1.072317,0.369246,0.216703000000001,2
419,1.340909,0.524391,0.248481,0.0753589999999988,2
420,2.579218,1.239101,0.481907000000001,0.247945,2
421,0.247,0.132999999999999,0.0440000000000005,-0.0210000000000008,1
422,1.778394,0.744727999999999,0.226801000000002,0.125325,2
423,0.793167,0.271362,0.109482,0.05002,2
425,1.795266,0.693118999999999,0.219397999999998,0.16358,2
426,0.543000000000003,0.158999999999999,0.0999999999999979,-0.0569999999999986,3
431,0.573,0.216999999999999,0.0730000000000004,0.0560000000000009,3
432,0.321999999999999,-0.172000000000001,-0.248999999999999,-0.318999999999999,3
434,2.476483,1.307756,0.842039000000002,0.462282,2
435,2.682961,1.413166,0.770548999999999,0.386093000000001,2
436,0.931227,0.0791850000000025,-0.0205090000000006,-0.0805530000000019,2
437,1.081246,0.389797000000002,0.154194,0.0381599999999978,2
439,1.825744,0.729565000000001,0.239758000000002,0.138617999999997,2
441,1.496716,0.613440999999998,0.221091000000001,0.118192000000001,2
442,0.883395999999999,0.273479,0.113087999999999,0.00970399999999927,2
443,0.976050999999998,0.0826380000000029,-0.00135400000000274,-0.044594,2
444,1.977678,0.759855000000002,0.285138,0.149963,2
445,0.276,-0.311,-0.201999999999998,-0.343,3
447,0.178000000000001,0.0609999999999999,0.152000000000001,0.125999999999998,1
450,0.109000000000002,0.158999999999999,-0.0599999999999987,-0.0700000000000003,1
451,-0.0389999999999979,-0.336000000000002,-0.273,-0.238,3
452,0.532,0.117999999999999,0.0339999999999989,0.059000000000001,3
453,1.039751,0.361062999999998,0.129635,0.0510400000000004,2
454,1.264571,0.539095999999999,0.159264,0.0874220000000001,2
456,0.934822,0.328407000000002,0.112842999999998,0.0443880000000014,2
457,1.066877,0.294205,0.154047,-0.0291949999999996,2
458,2.599197,1.377588,0.658471,0.386051,2
461,1.889221,0.566943000000002,0.427405999999998,0.217579000000001,2
462,-0.00500000000000256,0.257000000000001,0.032,0.0210000000000008,1
464,2.078453,0.763541999999998,0.275304999999999,0.166982000000001,2
466,1.163502,0.396052999999998,0.121239000000003,0.0225960000000001,2
467,0.443999999999999,-0.0560000000000009,-0.108999999999998,-0.093,3
468,0.174,-0.117000000000001,0.088000000000001,0.369,1
469,0.909588000000003,0.290477999999998,0.113298,0.0269829999999995,2
471,-0.0839999999999996,-0.309000000000001,-0.324999999999999,0.108000000000001,3
472,0.0839999999999996,0.344000000000001,-0.0940000000000012,0.117000000000001,1
473,0.311999999999998,-0.360999999999997,-0.248000000000001,-0.727,3
474,4.338,0.391000000000002,0.114999999999998,-0.0139999999999993,1
475,1.355171,0.497135,0.178207,-0.0047549999999994,2
476,0.388000000000002,-0.218,-0.211000000000002,-0.302999999999997,3
477,1.235927,0.491683999999999,0.213198000000002,0.114059000000001,2
478,0.510999999999999,0.109999999999999,0.440000000000001,0.154999999999998,1
480,-0.0229999999999997,-0.297000000000001,-0.242000000000001,0.0600000000000023,3
481,1.581674,0.586435000000002,0.225486999999998,0.118202,2
482,2.506489,1.302259,0.498000999999999,0.28955,2
483,2.13263,0.913696000000002,0.424386999999999,0.191151,2
486,1.252756,0.486148,0.205048000000001,0.0522390000000001,2
488,0.835034,0.301794000000001,0.0755269999999975,0.0458409999999994,2
489,0.306000000000001,-0.298000000000002,-0.239000000000001,-0.251999999999999,3
490,1.442396,0.529969000000001,0.212603999999999,0.0914440000000027,2
494,-0.0769999999999982,-0.240000000000002,-0.296999999999997,-0.211000000000002,3
496,1.238592,0.433348000000002,0.193940999999999,0.0805110000000013,2
497,1.140392,0.462772999999999,0.195554000000001,0.0282389999999992,2
499,0.993977000000001,0.352283,0.117338999999999,0.0214999999999996,2
500,0.161000000000001,0.0820000000000007,0.172999999999998,0.0489999999999995,1
501,1.405674,0.440736999999999,0.267492000000001,0.0929359999999999,2
503,0.574999999999999,-0.163,-0.0949999999999989,-0.268999999999998,3
504,0.0970000000000013,0.0150000000000006,0.228999999999999,0.0249999999999986,1
505,0.239000000000001,0.585999999999999,0.0809999999999995,0.327000000000002,1
506,2.300562,0.894202999999997,0.338879000000002,0.152462,2
508,1.344307,0.492197000000001,0.19896,0.0727159999999998,2
509,2.185785,0.878986999999999,0.306633000000001,0.160042000000001,2
510,1.964632,0.928092,0.347344,0.196113,2
512,0.87566,0.297857,0.0699979999999982,0.0455780000000026,2
513,2.005882,0.747477999999997,0.233885000000001,0.182321,2
514,0.130000000000003,-0.0809999999999995,-0.176000000000002,-0.207999999999998,3
516,2.606983,1.069698,0.381041,0.182115000000001,2
519,0.247,-0.00300000000000011,0.135000000000002,-0.0200000000000031,1
520,0.311,0.125,0.0640000000000001,0.0680000000000014,1
521,1.702396,0.676673999999998,0.248837999999999,0.117032000000002,2
523,-0.202999999999999,-0.384,-0.294,-0.632999999999999,3
525,0.108999999999998,0.298000000000002,0.0679999999999978,0.504000000000001,1
526,1.055626,0.344186999999998,0.142845000000001,0.066514999999999,2
529,1.199539,0.527612999999999,0.102795,0.10005,2
531,1.727448,0.696951000000002,0.299785,0.170438999999998,2
532,1.985903,0.731369000000001,0.269424999999998,0.125942000000002,2
534,2.514029,1.190515,0.434889,0.236130000000001,2
535,0.396000000000001,0.169,-0.0450000000000017,0.251999999999999,1
536,1.370461,0.44571,0.144663000000001,0.0316519999999993,2
537,2.543892,1.214308,0.574051000000001,0.269593,2
538,1.027134,0.362199,0.0815659999999987,-0.00657799999999753,2
539,3.968,1.158,0.148999999999997,0.231000000000002,1
540,-0.153000000000002,-0.145,-0.306999999999999,-0.269000000000002,3
541,-0.139000000000003,0.115000000000002,-0.036999999999999,-0.0570000000000022,1
542,0.0730000000000004,0.311,-0.104000000000003,-0.190999999999999,1
544,1.595865,0.545950000000001,0.231665,0.0259670000000014,2
545,-0.486000000000001,-0.567999999999998,-0.363,-0.342000000000002,3
548,1.38777,0.532101000000001,0.190481000000002,0.0578380000000003,2
549,1.219864,0.382977999999998,0.182851000000001,0.0531220000000001,2
550,0.462,0.0779999999999994,-0.0289999999999999,0.118000000000002,3
552,-0.00999999999999801,-0.398,-0.304000000000002,-0.270999999999997,3
553,1.075526,0.406593000000001,0.130548000000001,0.0464689999999983,2
554,0.471,-0.0589999999999975,-0.197000000000003,-0.157999999999998,3
555,0.163,-0.257999999999999,-0.210999999999999,-0.256,3
556,1.429531,0.493385999999999,0.151907,0.0557040000000004,2
557,1.287371,0.388845,0.177539999999999,0.042155000000001,2
559,2.353934,0.980176,0.354653000000001,0.193341999999999,2
560,1.123421,0.475914,0.239259000000001,0.0786349999999985,2
562,0.309000000000001,0.483999999999998,-0.172999999999998,-0.0259999999999998,1
563,4.21,0.951,0.181000000000001,0.169,1
565,0.840731999999999,0.333455000000001,0.127036999999998,0.0657040000000002,2
566,0.497,-0.202999999999999,-0.212,-0.156000000000002,3
567,-0.326,-0.349999999999998,-0.136000000000003,0.0620000000000012,3
569,1.302531,0.565657999999999,0.260479,0.122705,2
571,2.253433,0.997351000000002,0.335466,0.181507999999999,2
572,0.34,-0.0889999999999986,-0.103000000000002,-0.245000000000001,3
573,0.223000000000003,-0.251000000000001,-0.245000000000001,-0.289999999999999,3
576,0.301000000000002,-0.112000000000002,-0.161999999999999,-0.353999999999999,3
577,1.386137,0.532449,0.236654000000001,0.099774,2
578,0.492999999999999,0.121000000000002,0.0489999999999995,-0.0779999999999994,3
579,1.33139,0.509637999999999,0.189892,0.0559779999999996,2
581,-0.0150000000000006,0.122,0.27,0.0120000000000005,1
582,0.762999999999998,0.807000000000002,1.132,0.692,3
583,1.83383,0.716716999999999,0.275411,0.116346999999999,2
584,1.164112,0.421759999999999,0.157622,0.0603249999999989,2
585,-0.292000000000002,-0.454000000000001,-0.276,-0.401,3
586,1.494721,0.535534999999999,0.153765,0.0820410000000003,2
587,1.384529,0.488374999999998,0.254677000000001,0.082730999999999,2
589,0.239000000000001,0.387,0.0869999999999997,0.120000000000001,1
591,1.16619,0.403129,0.269606,-0.0626299999999986,2
592,1.58782,0.612581000000002,0.228693,0.105597,2
594,2.97,0.647000000000002,0.195,0.160999999999998,1
595,1.01873,0.370878000000001,0.139043999999998,0.0523659999999992,2
596,1.328152,0.455209,0.164083999999999,0.014755000000001,2
597,0.950382000000001,0.288997999999999,0.126379,-0.00980600000000109,2
598,0.207000000000001,-0.245999999999999,-0.377000000000002,-0.495999999999999,3
599,1.030292,0.159306000000001,0.0637760000000007,-0.0425399999999989,2
601,1.012556,0.318332,0.122741,0.030144,2
602,1.641256,0.625283000000003,0.270742999999998,0.127135000000001,2
603,1.336391,0.539908,0.233460999999998,0.0737099999999984,2
604,1.100775,0.326595000000001,0.138859,0.0381830000000001,2
606,1.139594,0.523794000000002,0.240552999999998,0.105339000000001,2
